,unres,resid,Country_ru,year_ru,vote_ru,Country_tr,year_tr,vote_tr,vote_rutr
0,R/1/66,1001,RUS,1946,3,TUR,1946,1,Disagreed
1,R/1/79,1002,RUS,1946,1,TUR,1946,3,Disagreed
2,R/1/98,1003,RUS,1946,1,TUR,1946,1,Agreed
3,R/1/107,1004,RUS,1946,3,TUR,1946,3,Agreed
4,R/1/295,1005,RUS,1946,3,TUR,1946,1,Disagreed
5,R/1/297,1006,RUS,1946,1,TUR,1946,1,Agreed
6,R/1/329,1007,RUS,1946,1,TUR,1946,1,Agreed
7,R/1/361,1008,RUS,1946,1,TUR,1946,1,Agreed
8,R/1/376,1009,RUS,1946,1,TUR,1946,1,Agreed
9,R/1/394,1010,RUS,1946,3,TUR,1946,3,Agreed
10,R/1/434,1011,RUS,1946,1,TUR,1946,3,Disagreed
11,R/1/435,1012,RUS,1946,1,TUR,1946,3,Disagreed
12,R/1/435,1013,RUS,1946,1,TUR,1946,3,Disagreed
13,R/1/467,1014,RUS,1946,3,TUR,1946,3,Agreed
14,R/1/467B,1015,RUS,1946,3,TUR,1946,1,Disagreed
15,R/1/532,1016,RUS,1946,1,TUR,1946,3,Disagreed
16,R/1/534,1017,RUS,1946,3,TUR,1946,1,Disagreed
17,R/1/1060,1018,RUS,1946,3,TUR,1946,1,Disagreed
18,R/1/1061A,1019,RUS,1946,3,TUR,1946,1,Disagreed
19,R/1/1061B,1020,RUS,1946,1,TUR,1946,2,Disagreed
20,R/1/1222,1021,RUS,1946,1,TUR,1946,2,Disagreed
21,R/1/1229,1022,RUS,1946,3,TUR,1946,1,Disagreed
22,R/1/1264,1023,RUS,1946,3,TUR,1946,1,Disagreed
23,R/1/1286,1024,RUS,1946,1,TUR,1946,3,Disagreed
24,R/1/1287/A,1025,RUS,1946,3,TUR,1946,1,Disagreed
25,R/1/1287/B,1026,RUS,1946,3,TUR,1946,1,Disagreed
26,R/1/1287C,1027,RUS,1946,3,TUR,1946,1,Disagreed
27,R/1/1288A,1028,RUS,1946,3,TUR,1946,1,Disagreed
28,GOAR/1/1288B,1029,RUS,1946,3,TUR,1946,1,Disagreed
29,R/1/1288C,1030,RUS,1946,3,TUR,1946,1,Disagreed
30,R/1/1288D,1031,RUS,1946,3,TUR,1946,1,Disagreed
31,R/1/1288E,1032,RUS,1946,3,TUR,1946,1,Disagreed
32,R/1/1327,1033,RUS,1946,1,TUR,1946,2,Disagreed
33,R/1/1355,1034,RUS,1946,3,TUR,1946,1,Disagreed
34,R/1/1356,1035,RUS,1946,3,TUR,1946,1,Disagreed
35,R/1/1357,1036,RUS,1946,2,TUR,1946,1,Disagreed
36,R/1/1369,1037,RUS,1946,1,TUR,1946,2,Disagreed
37,R/1/1375,1038,RUS,1946,1,TUR,1946,1,Agreed
38,R/1/1414A,1039,RUS,1946,1,TUR,1946,3,Disagreed
39,R/1/1414B,1040,RUS,1946,1,TUR,1946,3,Disagreed
40,R/1/1415,1041,RUS,1946,2,TUR,1946,1,Disagreed
41,R/1/1453,1042,RUS,1946,3,TUR,1946,2,Disagreed
42,R/1/1465,1043,RUS,1946,1,TUR,1946,3,Disagreed
43,R/2/299,2001,RUS,1947,3,TUR,1947,1,Disagreed
44,R/2/355,2002,RUS,1947,3,TUR,1947,1,Disagreed
45,R/2/461,2003,RUS,1947,3,TUR,1947,1,Disagreed
46,R/2/463,2004,RUS,1947,1,TUR,1947,3,Disagreed
47,R/2/465,2005,RUS,1947,1,TUR,1947,3,Disagreed
48,R/2/561,2006,RUS,1947,1,TUR,1947,3,Disagreed
49,R/2/650,2007,RUS,1947,3,TUR,1947,1,Disagreed
50,R/2/651,2008,RUS,1947,1,TUR,1947,3,Disagreed
51,R/2/651,2009,RUS,1947,1,TUR,1947,3,Disagreed
52,R/2/667,2010,RUS,1947,1,TUR,1947,3,Disagreed
53,R/2/719,2011,RUS,1947,3,TUR,1947,1,Disagreed
54,R/2/743,2012,RUS,1947,3,TUR,1947,2,Disagreed
55,R/2/744,2013,RUS,1947,1,TUR,1947,2,Disagreed
56,R/2/858,2014,RUS,1947,1,TUR,1947,3,Disagreed
57,R/2/940A,2015,RUS,1947,3,TUR,1947,3,Agreed
58,R/2/940B,2016,RUS,1947,1,TUR,1947,3,Disagreed
59,R/2/1078A,2017,RUS,1947,3,TUR,1947,1,Disagreed
60,R/2/1078B,2018,RUS,1947,3,TUR,1947,1,Disagreed
61,R/2/1079A,2019,RUS,1947,3,TUR,1947,1,Disagreed
62,R/2/1079B,2020,RUS,1947,3,TUR,1947,1,Disagreed
63,R/2/1079C,2021,RUS,1947,3,TUR,1947,1,Disagreed
64,R/2/1080,2022,RUS,1947,3,TUR,1947,1,Disagreed
65,R/2/1095A,2023,RUS,1947,1,TUR,1947,2,Disagreed
66,R/2/1095B,2024,RUS,1947,1,TUR,1947,3,Disagreed
67,R/2/1096,2025,RUS,1947,1,TUR,1947,2,Disagreed
68,R/2/1169,2026,RUS,1947,1,TUR,1947,1,Agreed
69,R/2/1170,2027,RUS,1947,3,TUR,1947,3,Agreed
70,R/2/1214,2028,RUS,1947,1,TUR,1947,1,Agreed
71,R/2/1305,2029,RUS,1947,3,TUR,1947,2,Disagreed
72,R/2/1306A,2030,RUS,1947,3,TUR,1947,2,Disagreed
73,R/2/1306B,2031,RUS,1947,2,TUR,1947,2,Agreed
74,R/2/1424,2032,RUS,1947,1,TUR,1947,3,Disagreed
75,SS/1/59,2033,RUS,1947,1,TUR,1947,1,Agreed
76,SS/1/114,2034,RUS,1947,1,TUR,1947,3,Disagreed
77,SS/1/115,2035,RUS,1947,1,TUR,1947,3,Disagreed
78,SS/1/175,2036,RUS,1947,2,TUR,1947,2,Agreed
79,SS/1/176A,2037,RUS,1947,1,TUR,1947,3,Disagreed
80,SS/1/176B,2038,RUS,1947,1,TUR,1947,3,Disagreed
81,R/3/103,3001,RUS,1948,1,TUR,1948,2,Disagreed
82,R/3/108,3002,RUS,1948,1,TUR,1948,2,Disagreed
83,R/3/367,3003,RUS,1948,1,TUR,1948,3,Disagreed
84,R/3/393A,3004,RUS,1948,3,TUR,1948,1,Disagreed
85,R/3/393B,3005,RUS,1948,3,TUR,1948,1,Disagreed
86,R/3/393C,3006,RUS,1948,2,TUR,1948,1,Disagreed
87,R/3/394,3007,RUS,1948,2,TUR,1948,1,Disagreed
88,R/3/468,3008,RUS,1948,1,TUR,1948,3,Disagreed
89,R/3/469A,3009,RUS,1948,3,TUR,1948,2,Disagreed
90,R/3/469B,3010,RUS,1948,3,TUR,1948,3,Agreed
91,R/3/489,3011,RUS,1948,1,TUR,1948,3,Disagreed
92,R/3/490A,3012,RUS,1948,1,TUR,1948,3,Disagreed
93,R/3/490B,3013,RUS,1948,1,TUR,1948,3,Disagreed
94,R/3/491A,3014,RUS,1948,1,TUR,1948,3,Disagreed
95,R/3/491B,3015,RUS,1948,1,TUR,1948,3,Disagreed
96,R/3/497,3016,RUS,1948,3,TUR,1948,1,Disagreed
97,R/3/564A,3017,RUS,1948,1,TUR,1948,3,Disagreed
98,R/3/564B,3018,RUS,1948,1,TUR,1948,3,Disagreed
99,R/3/565A,3019,RUS,1948,1,TUR,1948,3,Disagreed
100,R/3/565B,3020,RUS,1948,1,TUR,1948,3,Disagreed
101,R/3/566A,3021,RUS,1948,1,TUR,1948,3,Disagreed
102,R/3/566B,3022,RUS,1948,1,TUR,1948,3,Disagreed
103,R/3/566C,3023,RUS,1948,1,TUR,1948,3,Disagreed
104,R/3/567,3024,RUS,1948,1,TUR,1948,3,Disagreed
105,R/3/592,3025,RUS,1948,1,TUR,1948,3,Disagreed
106,R/3/609,3026,RUS,1948,1,TUR,1948,3,Disagreed
107,R/3/663,3027,RUS,1948,1,TUR,1948,3,Disagreed
108,R/3/701,3028,RUS,1948,2,TUR,1948,1,Disagreed
109,R/3/708,3029,RUS,1948,3,TUR,1948,2,Disagreed
110,R/3/709,3030,RUS,1948,3,TUR,1948,1,Disagreed
111,R/3/729,3031,RUS,1948,1,TUR,1948,3,Disagreed
112,R/3/730,3032,RUS,1948,3,TUR,1948,3,Agreed
113,R/3/731,3033,RUS,1948,2,TUR,1948,3,Disagreed
114,R/3/732,3034,RUS,1948,2,TUR,1948,3,Disagreed
115,R/3/733,3035,RUS,1948,3,TUR,1948,1,Disagreed
116,R/3/754,3036,RUS,1948,1,TUR,1948,3,Disagreed
117,R/3/756,3037,RUS,1948,3,TUR,1948,1,Disagreed
118,R/3/757,3038,RUS,1948,3,TUR,1948,1,Disagreed
119,R/3/766,3039,RUS,1948,1,TUR,1948,3,Disagreed
120,R/3/801,3040,RUS,1948,3,TUR,1948,1,Disagreed
121,R/3/847,3041,RUS,1948,1,TUR,1948,3,Disagreed
122,R/3/848A,3042,RUS,1948,1,TUR,1948,2,Disagreed
123,R/3/848B,3043,RUS,1948,1,TUR,1948,3,Disagreed
124,R/3/849,3044,RUS,1948,1,TUR,1948,3,Disagreed
125,R/3/851,3045,RUS,1948,1,TUR,1948,1,Agreed
126,R/3/930,3046,RUS,1948,1,TUR,1948,3,Disagreed
127,R/3/931A,3047,RUS,1948,1,TUR,1948,3,Disagreed
128,R/3/931B,3048,RUS,1948,1,TUR,1948,3,Disagreed
129,R/3/931C,3049,RUS,1948,1,TUR,1948,3,Disagreed
130,R/3/933,3050,RUS,1948,2,TUR,1948,1,Disagreed
131,R/3/993A,3051,RUS,1948,1,TUR,1948,3,Disagreed
132,R/3/993B,3052,RUS,1948,3,TUR,1948,1,Disagreed
133,R/3/995,3053,RUS,1948,2,TUR,1948,2,Agreed
134,R/3/996,3054,RUS,1948,3,TUR,1948,1,Disagreed
135,R/3/997,3055,RUS,1948,1,TUR,1948,1,Agreed
136,R/3/1002,3056,RUS,1948,2,TUR,1948,1,Disagreed
137,R/3/1042,3057,RUS,1948,3,TUR,1948,1,Disagreed
138,R/3/36A,3058,RUS,1949,3,TUR,1949,2,Disagreed
139,R/3/36B,3059,RUS,1949,1,TUR,1949,2,Disagreed
140,R/3/47A,3060,RUS,1949,1,TUR,1949,1,Agreed
141,R/3/47B,3061,RUS,1949,3,TUR,1949,1,Disagreed
142,R/3/129A,3062,RUS,1949,1,TUR,1949,2,Disagreed
143,R/3/129B,3063,RUS,1949,1,TUR,1949,3,Disagreed
144,R/3/130A,3064,RUS,1949,1,TUR,1949,3,Disagreed
145,R/3/130B,3065,RUS,1949,1,TUR,1949,3,Disagreed
146,R/3/163,3066,RUS,1949,3,TUR,1949,8,Disagreed
147,R/3/163,3067,RUS,1949,3,TUR,1949,8,Disagreed
148,R/3/272A,3068,RUS,1949,2,TUR,1949,1,Disagreed
149,R/3/272B,3069,RUS,1949,3,TUR,1949,1,Disagreed
150,R/3/272C,3070,RUS,1949,3,TUR,1949,1,Disagreed
151,R/3/330,3071,RUS,1949,1,TUR,1949,2,Disagreed
152,R/3/426,3072,RUS,1949,3,TUR,1949,1,Disagreed
153,R/3/455,3073,RUS,1949,2,TUR,1949,1,Disagreed
154,R/3/501A,3074,RUS,1949,3,TUR,1949,1,Disagreed
155,R/3/501B,3075,RUS,1949,1,TUR,1949,3,Disagreed
156,R/3/502A,3076,RUS,1949,1,TUR,1949,3,Disagreed
157,R/3/502B,3077,RUS,1949,1,TUR,1949,3,Disagreed
158,R/3/502C,3078,RUS,1949,1,TUR,1949,3,Disagreed
159,R/3/503A,3079,RUS,1949,1,TUR,1949,3,Disagreed
160,R/3/503B,3080,RUS,1949,1,TUR,1949,3,Disagreed
161,R/3/504,3081,RUS,1949,1,TUR,1949,3,Disagreed
162,R/3/584A,3082,RUS,1949,1,TUR,1949,1,Agreed
163,R/3/584B,3083,RUS,1949,1,TUR,1949,1,Agreed
164,R/3/585A,3084,RUS,1949,3,TUR,1949,2,Disagreed
165,R/3/585B,3085,RUS,1949,3,TUR,1949,1,Disagreed
166,R/3/586,3086,RUS,1949,3,TUR,1949,2,Disagreed
167,R/3/587,3087,RUS,1949,3,TUR,1949,2,Disagreed
168,R/3/591,3088,RUS,1949,3,TUR,1949,1,Disagreed
169,R/3/592A,3089,RUS,1949,3,TUR,1949,1,Disagreed
170,R/3/592B,3090,RUS,1949,3,TUR,1949,3,Agreed
171,R/3/593A,3091,RUS,1949,3,TUR,1949,1,Disagreed
172,R/3/593B,3092,RUS,1949,3,TUR,1949,1,Disagreed
173,R/3/593C,3093,RUS,1949,3,TUR,1949,1,Disagreed
174,R/3/595,3094,RUS,1949,3,TUR,1949,1,Disagreed
175,R/3/598,3095,RUS,1949,3,TUR,1949,2,Disagreed
176,R/3/608,3096,RUS,1949,3,TUR,1949,2,Disagreed
177,R/3/611,3097,RUS,1949,8,TUR,1949,3,Disagreed
178,SS/2/33,3098,RUS,1948,2,TUR,1948,3,Disagreed
179,SS/2/34A,3099,RUS,1948,2,TUR,1948,3,Disagreed
180,SS/2/34B,3100,RUS,1948,2,TUR,1948,3,Disagreed
181,SS/2/35A,3101,RUS,1948,2,TUR,1948,3,Disagreed
182,SS/2/35B,3102,RUS,1948,2,TUR,1948,3,Disagreed
183,SS/2/36,3103,RUS,1948,3,TUR,1948,3,Agreed
184,SS/2/44,3104,RUS,1948,3,TUR,1948,1,Disagreed
185,R/4/117,4001,RUS,1949,1,TUR,1949,1,Agreed
186,R/4/150,4002,RUS,1949,3,TUR,1949,1,Disagreed
187,R/4/165,4003,RUS,1949,3,TUR,1949,2,Disagreed
188,R/4/188A,4004,RUS,1949,1,TUR,1949,3,Disagreed
189,R/4/188B,4005,RUS,1949,1,TUR,1949,1,Agreed
190,R/4/189A,4006,RUS,1949,1,TUR,1949,1,Agreed
191,R/4/189B,4007,RUS,1949,1,TUR,1949,1,Agreed
192,R/4/211,4008,RUS,1949,1,TUR,1949,1,Agreed
193,R/4/212,4009,RUS,1949,1,TUR,1949,3,Disagreed
194,R/4/264A,4010,RUS,1949,1,TUR,1949,3,Disagreed
195,R/4/264B,4011,RUS,1949,1,TUR,1949,3,Disagreed
196,R/4/264C,4012,RUS,1949,1,TUR,1949,3,Disagreed
197,R/4/264D,4013,RUS,1949,1,TUR,1949,3,Disagreed
198,R/4/264E,4014,RUS,1949,1,TUR,1949,3,Disagreed
199,R/4/264F,4015,RUS,1949,1,TUR,1949,3,Disagreed
200,R/4/265,4016,RUS,1949,1,TUR,1949,3,Disagreed
201,R/4/301A,4017,RUS,1949,1,TUR,1949,3,Disagreed
202,R/4/301B,4018,RUS,1949,1,TUR,1949,3,Disagreed
203,R/4/302A,4019,RUS,1949,1,TUR,1949,3,Disagreed
204,R/4/302B,4020,RUS,1949,2,TUR,1949,1,Disagreed
205,R/4/302C,4021,RUS,1949,3,TUR,1949,1,Disagreed
206,R/4/302D,4022,RUS,1949,3,TUR,1949,1,Disagreed
207,R/4/302,4023,RUS,1949,2,TUR,1949,1,Disagreed
208,R/4/358A,4024,RUS,1949,1,TUR,1949,3,Disagreed
209,R/4/358B,4025,RUS,1949,1,TUR,1949,3,Disagreed
210,R/4/358C,4026,RUS,1949,1,TUR,1949,3,Disagreed
211,R/4/383A,4027,RUS,1949,1,TUR,1949,3,Disagreed
212,R/4/383B,4028,RUS,1949,1,TUR,1949,3,Disagreed
213,R/4/383C,4029,RUS,1949,1,TUR,1949,2,Disagreed
214,R/4/383D,4030,RUS,1949,1,TUR,1949,3,Disagreed
215,R/4/383E,4031,RUS,1949,1,TUR,1949,2,Disagreed
216,R/4/383F,4032,RUS,1949,1,TUR,1949,3,Disagreed
217,R/4/384A,4033,RUS,1949,1,TUR,1949,2,Disagreed
218,R/4/384B,4034,RUS,1949,1,TUR,1949,2,Disagreed
219,R/4/384C,4035,RUS,1949,1,TUR,1949,3,Disagreed
220,R/4/384D,4036,RUS,1949,1,TUR,1949,2,Disagreed
221,R/4/384E,4037,RUS,1949,1,TUR,1949,2,Disagreed
222,R/4/384F,4038,RUS,1949,1,TUR,1949,2,Disagreed
223,R/4/385,4039,RUS,1949,1,TUR,1949,3,Disagreed
224,R/4/461,4040,RUS,1949,1,TUR,1949,3,Disagreed
225,R/4/471A,4041,RUS,1949,3,TUR,1949,8,Disagreed
226,R/4/471B,4042,RUS,1949,3,TUR,1949,8,Disagreed
227,R/4/371C,4043,RUS,1949,1,TUR,1949,2,Disagreed
228,R/4/535A,4044,RUS,1949,1,TUR,1949,1,Agreed
229,R/4/535B,4045,RUS,1949,1,TUR,1949,3,Disagreed
230,R/4/535C,4046,RUS,1949,1,TUR,1949,2,Disagreed
231,R/4/536A,4047,RUS,1949,1,TUR,1949,1,Agreed
232,R/4/536B,4048,RUS,1949,1,TUR,1949,2,Disagreed
233,R/4/536C,4049,RUS,1949,1,TUR,1949,1,Agreed
234,R/4/537,4050,RUS,1949,3,TUR,1949,3,Agreed
235,R/4/570,4051,RUS,1949,3,TUR,1949,1,Disagreed
236,R/4/571,4052,RUS,1949,3,TUR,1949,1,Disagreed
237,R/4/605A,4053,RUS,1949,3,TUR,1949,2,Disagreed
238,R/4/605B,4054,RUS,1949,3,TUR,1949,2,Disagreed
239,R/4/606A,4055,RUS,1949,1,TUR,1949,3,Disagreed
240,R/4/606B,4056,RUS,1949,1,TUR,1949,3,Disagreed
241,R/4/606C,4057,RUS,1949,1,TUR,1949,3,Disagreed
242,R/4/606D,4058,RUS,1949,1,TUR,1949,3,Disagreed
243,R/4/606E,4059,RUS,1949,1,TUR,1949,3,Disagreed
244,R/4/607A,4060,RUS,1949,1,TUR,1949,3,Disagreed
245,R/4/607,4061,RUS,1949,1,TUR,1949,3,Disagreed
246,R/4/607C,4062,RUS,1949,1,TUR,1949,3,Disagreed
247,R/4/607D,4063,RUS,1949,1,TUR,1949,3,Disagreed
248,R/4/613,4064,RUS,1949,3,TUR,1949,2,Disagreed
249,R/5/15,5001,RUS,1950,1,TUR,1950,3,Disagreed
250,R/5/233A,5002,RUS,1950,1,TUR,1950,3,Disagreed
251,R/5/233B,5003,RUS,1950,1,TUR,1950,3,Disagreed
252,R/5/233C,5004,RUS,1950,1,TUR,1950,3,Disagreed
253,R/5/234A,5005,RUS,1950,1,TUR,1950,3,Disagreed
254,R/5/234B,5006,RUS,1950,1,TUR,1950,3,Disagreed
255,R/5/234C,5007,RUS,1950,1,TUR,1950,3,Disagreed
256,R/5/234D,5008,RUS,1950,1,TUR,1950,3,Disagreed
257,R/5/234E,5009,RUS,1950,1,TUR,1950,3,Disagreed
258,R/5/235A,5010,RUS,1950,1,TUR,1950,3,Disagreed
259,R/5/235B,5011,RUS,1950,1,TUR,1950,3,Disagreed
260,R/5/235C,5012,RUS,1950,1,TUR,1950,3,Disagreed
261,R/5/235D,5013,RUS,1950,1,TUR,1950,3,Disagreed
262,R/5/347,5014,RUS,1950,3,TUR,1950,1,Disagreed
263,R/5/380A,5015,RUS,1950,3,TUR,1950,1,Disagreed
264,R/5/380B,5016,RUS,1950,3,TUR,1950,1,Disagreed
265,R/5/381,5017,RUS,1950,3,TUR,1950,1,Disagreed
266,R/5/423,5018,RUS,1950,1,TUR,1950,2,Disagreed
267,R/5/519,5019,RUS,1950,3,TUR,1950,1,Disagreed
268,R/5/525,5020,RUS,1950,1,TUR,1950,3,Disagreed
269,R/5/532A,5021,RUS,1950,2,TUR,1950,1,Disagreed
270,R/5/532B,5022,RUS,1950,2,TUR,1950,1,Disagreed
271,R/5/533A,5023,RUS,1950,2,TUR,1950,1,Disagreed
272,R/5/533B,5024,RUS,1950,2,TUR,1950,1,Disagreed
273,R/5/533C,5025,RUS,1950,1,TUR,1950,1,Agreed
274,R/5/533D,5026,RUS,1950,1,TUR,1950,2,Disagreed
275,R/5/534A,5027,RUS,1950,2,TUR,1950,2,Agreed
276,R/5/534B,5028,RUS,1950,2,TUR,1950,2,Agreed
277,R/5/546A,5029,RUS,1950,3,TUR,1950,1,Disagreed
278,R/5/546B,5030,RUS,1950,1,TUR,1950,3,Disagreed
279,R/5/547,5031,RUS,1950,1,TUR,1950,1,Agreed
280,R/5/548A,5032,RUS,1950,1,TUR,1950,2,Disagreed
281,R/5/548B,5033,RUS,1950,1,TUR,1950,1,Agreed
282,R/5/548C,5034,RUS,1950,1,TUR,1950,1,Agreed
283,R/5/549A,5035,RUS,1950,2,TUR,1950,1,Disagreed
284,R/5/549B,5036,RUS,1950,1,TUR,1950,2,Disagreed
285,R/5/549C,5037,RUS,1950,1,TUR,1950,1,Agreed
286,R/5/563,5038,RUS,1950,1,TUR,1950,3,Disagreed
287,R/5/587A,5039,RUS,1950,3,TUR,1950,2,Disagreed
288,R/5/587B,5040,RUS,1950,3,TUR,1950,1,Disagreed
289,R/5/601A,5041,RUS,1950,1,TUR,1950,1,Agreed
290,R/5/601B,5042,RUS,1950,1,TUR,1950,1,Agreed
291,R/5/604,5043,RUS,1950,2,TUR,1950,1,Disagreed
292,R/5/629,5044,RUS,1950,3,TUR,1950,1,Disagreed
293,R/5/631A,5045,RUS,1950,1,TUR,1950,3,Disagreed
294,R/5/631B,5046,RUS,1950,1,TUR,1950,2,Disagreed
295,R/5/652,5047,RUS,1950,3,TUR,1950,1,Disagreed
296,R/5/660,5048,RUS,1950,3,TUR,1950,1,Disagreed
297,R/5/663,5049,RUS,1950,1,TUR,1950,3,Disagreed
298,R/5/684,5050,RUS,1950,2,TUR,1950,3,Disagreed
299,R/5/696,5051,RUS,1951,3,TUR,1951,1,Disagreed
300,R/5/730,5052,RUS,1951,1,TUR,1951,3,Disagreed
301,R/5/742,5053,RUS,1951,8,TUR,1951,1,Disagreed
302,R/6/229,6001,RUS,1951,3,TUR,1951,1,Disagreed
303,R/6/265,6002,RUS,1951,3,TUR,1951,1,Disagreed
304,R/6/239,6003,RUS,1951,3,TUR,1951,1,Disagreed
305,R/6/287,6004,RUS,1951,3,TUR,1951,1,Disagreed
306,R/6/313,6005,RUS,1952,1,TUR,1952,3,Disagreed
307,R/6/326A,6006,RUS,1952,3,TUR,1952,1,Disagreed
308,R/6/326B,6007,RUS,1952,1,TUR,1952,1,Agreed
309,R/6/330,6008,RUS,1952,1,TUR,1952,2,Disagreed
310,R/6/338,6009,RUS,1952,2,TUR,1952,3,Disagreed
311,R/6/348,6010,RUS,1952,3,TUR,1952,2,Disagreed
312,R/6/349A,6011,RUS,1952,1,TUR,1952,2,Disagreed
313,R/6/349B,6012,RUS,1952,1,TUR,1952,2,Disagreed
314,R/6/354,6013,RUS,1952,1,TUR,1952,3,Disagreed
315,R/6/370,6014,RUS,1952,3,TUR,1952,3,Agreed
316,R/6/375A,6015,RUS,1952,3,TUR,1952,2,Disagreed
317,R/6/375B,6016,RUS,1952,1,TUR,1952,2,Disagreed
318,R/6444A,6017,RUS,1952,1,TUR,1952,3,Disagreed
319,R/6/444B,6018,RUS,1952,1,TUR,1952,3,Disagreed
320,R/6/455,6019,RUS,1952,3,TUR,1952,1,Disagreed
321,R/6/469,6020,RUS,1952,1,TUR,1952,3,Disagreed
322,R/6/492A,6021,RUS,1952,1,TUR,1952,1,Agreed
323,R/6/492B,6022,RUS,1952,1,TUR,1952,2,Disagreed
324,R/6/518,6023,RUS,1952,1,TUR,1952,3,Disagreed
325,R/6/519,6024,RUS,1952,1,TUR,1952,2,Disagreed
326,R/6/523,6025,RUS,1952,3,TUR,1952,1,Disagreed
327,R/7/13,7001,RUS,1952,1,TUR,1952,3,Disagreed
328,R/7/67,7002,RUS,1952,3,TUR,1952,2,Disagreed
329,R/7/69,7003,RUS,1952,1,TUR,1952,2,Disagreed
330,R/7/132A,7004,RUS,1952,1,TUR,1952,3,Disagreed
331,R/7/132B,7005,RUS,1952,3,TUR,1952,1,Disagreed
332,R/7/167A,7006,RUS,1952,3,TUR,1952,1,Disagreed
333,R/7/167B,7007,RUS,1952,3,TUR,1952,1,Disagreed
334,R/7/168,7008,RUS,1952,3,TUR,1952,1,Disagreed
335,R/7/182,7009,RUS,1952,2,TUR,1952,1,Disagreed
336,R/7/300A,7010,RUS,1952,1,TUR,1952,3,Disagreed
337,R/7/300B,7011,RUS,1952,1,TUR,1952,3,Disagreed
338,R/7/300C,7012,RUS,1952,1,TUR,1952,3,Disagreed
339,R/7/301,7013,RUS,1952,3,TUR,1952,1,Disagreed
340,R/7/307,7014,RUS,1952,1,TUR,1952,3,Disagreed
341,R/7/330,7015,RUS,1952,1,TUR,1952,2,Disagreed
342,R/7/332,7016,RUS,1952,3,TUR,1952,2,Disagreed
343,R/7/333A,7017,RUS,1952,1,TUR,1952,3,Disagreed
344,R/7/333B,7018,RUS,1952,1,TUR,1952,2,Disagreed
345,R/7/334,7019,RUS,1952,2,TUR,1952,2,Agreed
346,R/7/354,7020,RUS,1952,1,TUR,1952,3,Disagreed
347,R/7/355,7021,RUS,1952,1,TUR,1952,8,Disagreed
348,R/7/365,7022,RUS,1952,1,TUR,1952,3,Disagreed
349,R/7/374,7023,RUS,1952,1,TUR,1952,2,Disagreed
350,R/7/375A,7024,RUS,1952,1,TUR,1952,2,Disagreed
351,R/7/375B,7025,RUS,1952,1,TUR,1952,2,Disagreed
352,R/7/413A,7026,RUS,1952,3,TUR,1952,1,Disagreed
353,R/7/413B,7027,RUS,1952,3,TUR,1952,3,Agreed
354,R/7/413C,7028,RUS,1952,3,TUR,1952,2,Disagreed
355,R/7/425,7029,RUS,1952,3,TUR,1952,2,Disagreed
356,R/7/426,7030,RUS,1952,2,TUR,1952,1,Disagreed
357,R/7/450A,7031,RUS,1952,3,TUR,1952,1,Disagreed
358,R/7/450B,7032,RUS,1952,1,TUR,1952,2,Disagreed
359,R/7/450C,7033,RUS,1952,3,TUR,1952,1,Disagreed
360,R/7/451,7034,RUS,1952,2,TUR,1952,1,Disagreed
361,R/7/459,7035,RUS,1952,1,TUR,1952,1,Agreed
362,R/7/460A,7036,RUS,1952,2,TUR,1952,8,Disagreed
363,R/7/460B,7037,RUS,1952,1,TUR,1952,8,Disagreed
364,R/7/491A,7038,RUS,1952,1,TUR,1952,8,Disagreed
365,R/7/471B,7039,RUS,1952,2,TUR,1952,8,Disagreed
366,R/7/472A,7040,RUS,1952,2,TUR,1952,8,Disagreed
367,R/7/472B,7041,RUS,1952,2,TUR,1952,8,Disagreed
368,R/7/479A,7042,RUS,1952,3,TUR,1952,1,Disagreed
369,R/7/479B,7043,RUS,1952,3,TUR,1952,1,Disagreed
370,R/7/490,7044,RUS,1952,2,TUR,1952,2,Agreed
371,R/7/492,7045,RUS,1952,2,TUR,1952,2,Agreed
372,R/7/495A,7046,RUS,1952,3,TUR,1952,1,Disagreed
373,R/7/495B,7047,RUS,1952,1,TUR,1952,2,Disagreed
374,R/7/530,7048,RUS,1952,1,TUR,1952,3,Disagreed
375,R/7/716,7049,RUS,1952,3,TUR,1952,1,Disagreed
376,R/8/28,8001,RUS,1953,1,TUR,1953,2,Disagreed
377,R/8/255,8002,RUS,1953,1,TUR,1953,1,Agreed
378,R/8/257,8003,RUS,1953,1,TUR,1953,1,Agreed
379,R/8/265,8004,RUS,1953,1,TUR,1953,2,Disagreed
380,R/8/266A,8005,RUS,1953,2,TUR,1953,2,Agreed
381,R/8/266B,8006,RUS,1953,1,TUR,1953,2,Disagreed
382,R/8/266C,8007,RUS,1953,1,TUR,1953,3,Disagreed
383,R/8/266D,8008,RUS,1953,1,TUR,1953,2,Disagreed
384,R/8/266E,8009,RUS,1953,1,TUR,1953,3,Disagreed
385,R/8/288,8010,RUS,1953,1,TUR,1953,2,Disagreed
386,R/8/293A,8011,RUS,1953,1,TUR,1953,2,Disagreed
387,R/8/293B,8012,RUS,1953,1,TUR,1953,3,Disagreed
388,R/8/316,8013,RUS,1953,3,TUR,1953,8,Disagreed
389,R/8/319,8014,RUS,1953,1,TUR,1953,3,Disagreed
390,R/8/320,8015,RUS,1953,3,TUR,1953,1,Disagreed
391,R/8/324A,8016,RUS,1953,1,TUR,1953,8,Disagreed
