,unres,resid,Country_ru,year_ru,vote_ru,Country_tr,year_tr,vote_tr,vote_rutr
3134,R/42/203,42132,RUS,1987,1,TUR,1987,1,Agreed
3135,R/42/204,42133,RUS,1987,1,TUR,1987,1,Agreed
3136,R/42/205,42134,RUS,1987,1,TUR,1987,1,Agreed
3137,R/42/209/A,42135,RUS,1987,1,TUR,1987,1,Agreed
3138,R/42/209/B,42136,RUS,1987,1,TUR,1987,1,Agreed
3139,R/42/209/C,42137,RUS,1987,1,TUR,1987,1,Agreed
3140,R/42/209/D,42138,RUS,1987,1,TUR,1987,1,Agreed
3141,R/42/210B,42139,RUS,1987,1,TUR,1987,1,Agreed
3142,R/42/223,42140,RUS,1987,1,TUR,1987,1,Agreed
3143,R/42/224,42141,RUS,1987,1,TUR,1987,1,Agreed
3144,R/42/226A,42142,RUS,1987,1,TUR,1987,1,Agreed
3145,R/42/229A,42143,RUS,1988,1,TUR,1988,1,Agreed
3146,R/42/229B,42144,RUS,1988,1,TUR,1988,1,Agreed
3147,R/42/230,42145,RUS,1988,1,TUR,1988,1,Agreed
3148,R/42/232,42146,RUS,1988,1,TUR,1988,1,Agreed
3149,R/43/3,43001,RUS,1988,1,TUR,1988,1,Agreed
3150,R/43/11,43002,RUS,1988,1,TUR,1988,2,Disagreed
3151,R/43/12,43003,RUS,1988,1,TUR,1988,1,Agreed
3152,R/43/13,43004,RUS,1988,1,TUR,1988,1,Agreed
3153,R/43/14,43005,RUS,1988,1,TUR,1988,1,Agreed
3154,R/43/18,43006,RUS,1988,1,TUR,1988,3,Disagreed
3155,R/43/19,43007,RUS,1988,3,TUR,1988,1,Disagreed
3156,R/43/21,43008,RUS,1988,1,TUR,1988,1,Agreed
3157,R/43/22,43009,RUS,1988,1,TUR,1988,2,Disagreed
3158,R/43/23,43010,RUS,1988,1,TUR,1988,1,Agreed
3159,R/43/25,43011,RUS,1988,1,TUR,1988,2,Disagreed
3160,R/43/26A,43012,RUS,1988,1,TUR,1988,1,Agreed
3161,R/43/26B,43013,RUS,1988,1,TUR,1988,1,Agreed
3162,R/43/26C,43014,RUS,1988,1,TUR,1988,1,Agreed
3163,R/43/26D,43015,RUS,1988,1,TUR,1988,1,Agreed
3164,R/43/26E,43016,RUS,1988,1,TUR,1988,1,Agreed
3165,R/43/28,43017,RUS,1988,1,TUR,1988,1,Agreed
3166,R/43/29,43018,RUS,1988,1,TUR,1988,1,Agreed
3167,R/43/30,43019,RUS,1988,1,TUR,1988,2,Disagreed
3168,R/43/33,43020,RUS,1988,1,TUR,1988,2,Disagreed
3169,R/43/45,43021,RUS,1988,1,TUR,1988,1,Agreed
3170,R/43/46,43022,RUS,1988,1,TUR,1988,1,Agreed
3171,R/43/47,43023,RUS,1988,1,TUR,1988,1,Agreed
3172,R/43/48,43024,RUS,1988,1,TUR,1988,1,Agreed
3173,R/43/49,43025,RUS,1988,1,TUR,1988,1,Agreed
3174,R/43/50A,43026,RUS,1988,1,TUR,1988,1,Agreed
3175,R/43/50B,43027,RUS,1988,1,TUR,1988,1,Agreed
3176,R/43/50C,43028,RUS,1988,1,TUR,1988,1,Agreed
3177,R/43/50D,43029,RUS,1988,1,TUR,1988,1,Agreed
3178,R/43/50E,43030,RUS,1988,1,TUR,1988,1,Agreed
3179,R/43/50F,43031,RUS,1988,1,TUR,1988,1,Agreed
3180,R/43/50H,43032,RUS,1988,1,TUR,1988,1,Agreed
3181,R/43/50J,43033,RUS,1988,1,TUR,1988,1,Agreed
3182,R/43/50K,43034,RUS,1988,1,TUR,1988,1,Agreed
3183,R/43/54A,43035,RUS,1988,1,TUR,1988,1,Agreed
3184,R/43/54B,43036,RUS,1988,1,TUR,1988,1,Agreed
3185,R/43/54C,43037,RUS,1988,1,TUR,1988,1,Agreed
3186,R/43/57A,43038,RUS,1988,1,TUR,1988,1,Agreed
3187,R/43/57D,43039,RUS,1988,1,TUR,1988,1,Agreed
3188,R/43/57E,43040,RUS,1988,1,TUR,1988,1,Agreed
3189,R/43/57F,43041,RUS,1988,1,TUR,1988,1,Agreed
3190,R/43/57G,43042,RUS,1988,1,TUR,1988,1,Agreed
3191,R/43/57H,43043,RUS,1988,1,TUR,1988,1,Agreed
3192,R/43/57I,43044,RUS,1988,1,TUR,1988,1,Agreed
3193,R/43/57J,43045,RUS,1988,1,TUR,1988,1,Agreed
3194,R/43/58A,43046,RUS,1988,8,TUR,1988,1,Disagreed
3195,R/43/58B,43047,RUS,1988,1,TUR,1988,1,Agreed
3196,R/43/58C,43048,RUS,1988,1,TUR,1988,1,Agreed
3197,R/43/58D,43049,RUS,1988,1,TUR,1988,1,Agreed
3198,R/43/58E,43050,RUS,1988,1,TUR,1988,1,Agreed
3199,R/43/58F,43051,RUS,1988,1,TUR,1988,1,Agreed
3200,R/43/58G,43052,RUS,1988,1,TUR,1988,1,Agreed
3201,R/43/60A,43053,RUS,1988,1,TUR,1988,2,Disagreed
3202,R/43/60B,43054,RUS,1988,1,TUR,1988,1,Agreed
3203,R/43/63A,43055,RUS,1988,1,TUR,1988,2,Disagreed
3204,R/43/63B,43056,RUS,1988,1,TUR,1988,2,Disagreed
3205,R/43/64,43057,RUS,1988,1,TUR,1988,1,Agreed
3206,R/43/66,43058,RUS,1988,2,TUR,1988,1,Disagreed
3207,R/43/68,43059,RUS,1988,1,TUR,1988,3,Disagreed
3208,R/43/69,43060,RUS,1988,1,TUR,1988,1,Agreed
3209,R/43/70,43061,RUS,1988,1,TUR,1988,1,Agreed
3210,R/43/71A,43062,RUS,1988,1,TUR,1988,1,Agreed
3211,R/43/71B,43063,RUS,1988,1,TUR,1988,1,Agreed
3212,R/43/72,43064,RUS,1988,1,TUR,1988,1,Agreed
3213,R/43/75A,43065,RUS,1988,1,TUR,1988,2,Disagreed
3214,R/43/75G,43066,RUS,1988,1,TUR,1988,1,Agreed
3215,R/43/75H,43067,RUS,1988,1,TUR,1988,2,Disagreed
3216,R/43/75I,43068,RUS,1988,1,TUR,1988,1,Agreed
3217,R/43/75J,43069,RUS,1988,1,TUR,1988,1,Agreed
3218,R/43/75K,43070,RUS,1988,1,TUR,1988,1,Agreed
3219,R/43/75L,43071,RUS,1988,1,TUR,1988,1,Agreed
3220,R/43/75N,43072,RUS,1988,1,TUR,1988,1,Agreed
3221,R/43/75O,43073,RUS,1988,1,TUR,1988,1,Agreed
3222,R/43/75Q,43074,RUS,1988,1,TUR,1988,1,Agreed
3223,R/43/75S,43075,RUS,1988,1,TUR,1988,1,Agreed
3224,R/43/75T,43076,RUS,1988,1,TUR,1988,1,Agreed
3225,R/43/76A,43077,RUS,1988,1,TUR,1988,8,Disagreed
3226,R/43/76B,43078,RUS,1988,1,TUR,1988,3,Disagreed
3227,R/43/76C,43079,RUS,1988,1,TUR,1988,1,Agreed
3228,R/43/76E,43080,RUS,1988,1,TUR,1988,3,Disagreed
3229,R/43/77A,43081,RUS,1988,1,TUR,1988,2,Disagreed
3230,R/43/77B,43082,RUS,1988,1,TUR,1988,1,Agreed
3231,R/43/78B,43083,RUS,1988,1,TUR,1988,3,Disagreed
3232,R/43/78C,43084,RUS,1988,1,TUR,1988,2,Disagreed
3233,R/43/78D,43085,RUS,1988,1,TUR,1988,2,Disagreed
3234,R/43/78E,43086,RUS,1988,1,TUR,1988,3,Disagreed
3235,R/43/78F,43087,RUS,1988,1,TUR,1988,2,Disagreed
3236,R/43/78I,43088,RUS,1988,1,TUR,1988,1,Agreed
3237,R/43/78J,43089,RUS,1988,1,TUR,1988,1,Agreed
3238,R/43/78M,43090,RUS,1988,1,TUR,1988,2,Disagreed
3239,R/43/80,43091,RUS,1988,1,TUR,1988,1,Agreed
3240,R/43/81B,43092,RUS,1988,1,TUR,1988,1,Agreed
3241,R/43/82,43093,RUS,1988,1,TUR,1988,1,Agreed
3242,R/43/83A,43094,RUS,1988,8,TUR,1988,2,Disagreed
3243,R/43/83B,43095,RUS,1988,8,TUR,1988,8,Agreed
3244,R/43/86,43096,RUS,1988,1,TUR,1988,2,Disagreed
3245,R/43/87,43097,RUS,1988,1,TUR,1988,2,Disagreed
3246,R/43/88,43098,RUS,1988,1,TUR,1988,2,Disagreed
3247,R/43/89,43099,RUS,1988,1,TUR,1988,2,Disagreed
3248,R/43/92,43100,RUS,1988,1,TUR,1988,1,Agreed
3249,R/43/97,43101,RUS,1988,1,TUR,1988,2,Disagreed
3250,R/43/106,43102,RUS,1988,1,TUR,1988,1,Agreed
3251,R/43/107,43103,RUS,1988,1,TUR,1988,2,Disagreed
3252,R/43/110,43104,RUS,1988,1,TUR,1988,2,Disagreed
3253,R/43/113,43105,RUS,1988,1,TUR,1988,2,Disagreed
3254,R/43/124,43106,RUS,1988,1,TUR,1988,3,Disagreed
3255,R/43/125,43107,RUS,1988,1,TUR,1988,2,Disagreed
3256,R/43/126,43108,RUS,1988,1,TUR,1988,1,Agreed
3257,R/43/137,43109,RUS,1988,8,TUR,1988,2,Disagreed
3258,R/43/146,43110,RUS,1988,1,TUR,1988,1,Agreed
3259,R/43/156,43111,RUS,1988,1,TUR,1988,3,Disagreed
3260,R/43/158,43112,RUS,1988,1,TUR,1988,2,Disagreed
3261,R/43/160A,43113,RUS,1988,1,TUR,1988,1,Agreed
3262,R/43/160B,43114,RUS,1988,1,TUR,1988,1,Agreed
3263,R/43/162,43115,RUS,1988,1,TUR,1988,2,Disagreed
3264,R/43/163,43116,RUS,1988,1,TUR,1988,2,Disagreed
3265,R/43/164,43117,RUS,1988,1,TUR,1988,2,Disagreed
3266,R/43/171A,43118,RUS,1988,2,TUR,1988,1,Disagreed
3267,R/43/171B,43119,RUS,1988,1,TUR,1988,1,Agreed
3268,R/43/175A,43120,RUS,1988,1,TUR,1988,1,Agreed
3269,R/43/175B,43121,RUS,1988,1,TUR,1988,1,Agreed
3270,R/43/175C,43122,RUS,1988,1,TUR,1988,1,Agreed
3271,R/43/176,43123,RUS,1988,1,TUR,1988,1,Agreed
3272,R/43/177,43124,RUS,1988,1,TUR,1988,1,Agreed
3273,R/43/178,43125,RUS,1988,1,TUR,1988,1,Agreed
3274,R/43/182,43126,RUS,1988,1,TUR,1988,1,Agreed
3275,R/43/185,43127,RUS,1988,1,TUR,1988,2,Disagreed
3276,R/43/187,43128,RUS,1988,1,TUR,1988,2,Disagreed
3277,R/43/195,43129,RUS,1988,1,TUR,1988,1,Agreed
3278,R/43/197,43130,RUS,1988,1,TUR,1988,1,Agreed
3279,R/43/198,43131,RUS,1988,1,TUR,1988,1,Agreed
3280,R/43/209,43132,RUS,1988,1,TUR,1988,1,Agreed
3281,R/43/222B,43133,RUS,1988,1,TUR,1988,2,Disagreed
3282,R/43/228,43134,RUS,1988,1,TUR,1988,1,Agreed
3283,R/43/229,43135,RUS,1988,1,TUR,1988,1,Agreed
3284,R/43/233,43136,RUS,1989,1,TUR,1989,1,Agreed
3285,R/44/1,44001,RUS,1989,1,TUR,1989,1,Agreed
3286,R/44/2,44002,RUS,1989,1,TUR,1989,1,Agreed
3287,R/44/7,44003,RUS,1989,1,TUR,1989,1,Agreed
3288,R/44/9,44004,RUS,1989,1,TUR,1989,1,Agreed
3289,R/44/18,44005,RUS,1989,1,TUR,1989,1,Agreed
3290,R/44/20,44006,RUS,1989,1,TUR,1989,1,Agreed
3291,R/44/22,44007,RUS,1989,3,TUR,1989,1,Disagreed
3292,R/44/24,44008,RUS,1989,1,TUR,1989,1,Agreed
3293,R/44/26,44009,RUS,1989,1,TUR,1989,3,Disagreed
3294,R/44/27A,44010,RUS,1989,1,TUR,1989,1,Agreed
3295,R/44/27C,44011,RUS,1989,1,TUR,1989,1,Agreed
3296,R/44/27D,44012,RUS,1989,1,TUR,1989,1,Agreed
3297,R/44/27E,44013,RUS,1989,1,TUR,1989,1,Agreed
3298,R/44/27F,44014,RUS,1989,1,TUR,1989,1,Agreed
3299,R/44/27G,44015,RUS,1989,1,TUR,1989,1,Agreed
3300,R/44/27H,44016,RUS,1989,1,TUR,1989,1,Agreed
3301,R/44/27I,44017,RUS,1989,1,TUR,1989,1,Agreed
3302,R/44/27K,44018,RUS,1989,1,TUR,1989,1,Agreed
3303,R/44/27L,44019,RUS,1989,1,TUR,1989,1,Agreed
3304,R/44/30,44020,RUS,1989,1,TUR,1989,2,Disagreed
3305,R/44/31,44021,RUS,1989,1,TUR,1989,2,Disagreed
3306,R/44/32,44022,RUS,1989,1,TUR,1989,2,Disagreed
3307,R/44/40A,44023,RUS,1989,1,TUR,1989,1,Agreed
3308,R/44/40B,44024,RUS,1989,1,TUR,1989,1,Agreed
3309,R/44/40C,44025,RUS,1989,1,TUR,1989,1,Agreed
3310,R/44/41A,44026,RUS,1989,1,TUR,1989,1,Agreed
3311,R/44/41B,44027,RUS,1989,1,TUR,1989,1,Agreed
3312,R/44/41C,44028,RUS,1989,1,TUR,1989,1,Agreed
3313,R/44/42,44029,RUS,1989,1,TUR,1989,1,Agreed
3314,R/44/43,44030,RUS,1989,1,TUR,1989,2,Disagreed
3315,R/44/47A,44031,RUS,1989,1,TUR,1989,1,Agreed
3316,R/44/47D,44032,RUS,1989,1,TUR,1989,1,Agreed
3317,R/44/47E,44033,RUS,1989,1,TUR,1989,1,Agreed
3318,R/44/47F,44034,RUS,1989,1,TUR,1989,1,Agreed
3319,R/44/47G,44035,RUS,1989,1,TUR,1989,1,Agreed
3320,R/44/47H,44036,RUS,1989,1,TUR,1989,1,Agreed
3321,R/44/47I,44037,RUS,1989,1,TUR,1989,1,Agreed
3322,R/44/47J,44038,RUS,1989,1,TUR,1989,1,Agreed
3323,R/44/47K,44039,RUS,1989,1,TUR,1989,1,Agreed
3324,R/44/48A,44040,RUS,1989,1,TUR,1989,1,Agreed
3325,R/44/48B,44041,RUS,1989,1,TUR,1989,1,Agreed
3326,R/44/48C,44042,RUS,1989,1,TUR,1989,1,Agreed
3327,R/44/48D,44043,RUS,1989,1,TUR,1989,1,Agreed
3328,R/44/48E,44044,RUS,1989,1,TUR,1989,1,Agreed
3329,R/44/48F,44045,RUS,1989,1,TUR,1989,1,Agreed
3330,R/44/48G,44046,RUS,1989,1,TUR,1989,1,Agreed
3331,R/44/50,44047,RUS,1989,1,TUR,1989,2,Disagreed
3332,R/44/56,44048,RUS,1989,1,TUR,1989,2,Disagreed
3333,R/44/63,44049,RUS,1989,1,TUR,1989,2,Disagreed
3334,R/44/69,44050,RUS,1989,1,TUR,1989,2,Disagreed
3335,R/44/79,44051,RUS,1989,1,TUR,1989,1,Agreed
3336,R/44/81,44052,RUS,1989,1,TUR,1989,2,Disagreed
3337,R/44/83,44053,RUS,1989,1,TUR,1989,1,Agreed
3338,R/44/84,44054,RUS,1989,1,TUR,1989,2,Disagreed
3339,R/44/85,44055,RUS,1989,1,TUR,1989,1,Agreed
3340,R/44/100,44056,RUS,1989,1,TUR,1989,1,Agreed
3341,R/44/101,44057,RUS,1989,1,TUR,1989,1,Agreed
3342,R/44/102,44058,RUS,1989,1,TUR,1989,1,Agreed
3343,R/44/104,44059,RUS,1989,1,TUR,1989,1,Agreed
3344,R/44/105,44060,RUS,1989,1,TUR,1989,2,Disagreed
3345,R/44/106,44061,RUS,1989,1,TUR,1989,2,Disagreed
3346,R/44/107,44062,RUS,1989,1,TUR,1989,1,Agreed
3347,R/44/109,44063,RUS,1989,2,TUR,1989,1,Disagreed
3348,R/44/110,44064,RUS,1989,1,TUR,1989,2,Disagreed
3349,R/44/111,44065,RUS,1989,1,TUR,1989,1,Agreed
3350,R/44/112,44066,RUS,1989,1,TUR,1989,1,Agreed
3351,R/44/113A,44067,RUS,1989,1,TUR,1989,1,Agreed
3352,R/44/113B,44068,RUS,1989,1,TUR,1989,1,Agreed
3353,R/44/114A,44069,RUS,1989,1,TUR,1989,2,Disagreed
3354,R/44/114B,44070,RUS,1989,1,TUR,1989,1,Agreed
3355,R/44/116A,44071,RUS,1989,1,TUR,1989,1,Agreed
3356,R/44/116B,44072,RUS,1989,1,TUR,1989,1,Agreed
3357,R/44/116E,44073,RUS,1989,1,TUR,1989,1,Agreed
3358,R/44/116G,44074,RUS,1989,1,TUR,1989,2,Disagreed
3359,R/44/116H,44075,RUS,1989,1,TUR,1989,1,Agreed
3360,R/44/116J,44076,RUS,1989,1,TUR,1989,1,Agreed
3361,R/44/116K,44077,RUS,1989,1,TUR,1989,2,Disagreed
3362,R/44/116M,44078,RUS,1989,1,TUR,1989,1,Agreed
3363,R/44/116N,44079,RUS,1989,1,TUR,1989,1,Agreed
3364,R/44/116P,44080,RUS,1989,1,TUR,1989,2,Disagreed
3365,R/44/116R,44081,RUS,1989,1,TUR,1989,1,Agreed
3366,R/44/116S,44082,RUS,1989,1,TUR,1989,1,Agreed
3367,R/44/117A,44083,RUS,1989,1,TUR,1989,1,Agreed
3368,R/44/117C,44084,RUS,1989,1,TUR,1989,3,Disagreed
3369,R/44/117D,44085,RUS,1989,1,TUR,1989,3,Disagreed
3370,R/44/117F,44086,RUS,1989,1,TUR,1989,1,Agreed
3371,R/44/118A,44087,RUS,1989,1,TUR,1989,2,Disagreed
3372,R/44/118B,44088,RUS,1989,1,TUR,1989,1,Agreed
3373,R/44/119A,44089,RUS,1989,1,TUR,1989,1,Agreed
3374,R/44/119B,44090,RUS,1989,1,TUR,1989,3,Disagreed
3375,R/44/119D,44091,RUS,1989,1,TUR,1989,2,Disagreed
3376,R/44/119E,44092,RUS,1989,1,TUR,1989,3,Disagreed
3377,R/44/119F,44093,RUS,1989,1,TUR,1989,1,Agreed
3378,R/44/120,44094,RUS,1989,1,TUR,1989,2,Disagreed
3379,R/44/121,44095,RUS,1989,1,TUR,1989,1,Agreed
3380,R/44/123,44096,RUS,1989,1,TUR,1989,1,Agreed
3381,R/44/124A,44097,RUS,1989,8,TUR,1989,8,Agreed
3382,R/44/124B,44098,RUS,1989,8,TUR,1989,2,Disagreed
3383,R/44/126,44099,RUS,1989,1,TUR,1989,2,Disagreed
3384,R/44/128,44100,RUS,1989,1,TUR,1989,2,Disagreed
3385,R/44/130,44101,RUS,1989,1,TUR,1989,2,Disagreed
3386,R/44/147,44102,RUS,1989,1,TUR,1989,2,Disagreed
3387,R/44/166,44103,RUS,1989,1,TUR,1989,2,Disagreed
3388,R/44/167,44104,RUS,1989,1,TUR,1989,1,Agreed
3389,R/44/168,44105,RUS,1989,1,TUR,1989,1,Agreed
3390,R/44/170,44106,RUS,1989,1,TUR,1989,2,Disagreed
3391,R/44/174,44107,RUS,1989,1,TUR,1989,1,Agreed
3392,R/44/181,44108,RUS,1989,1,TUR,1989,1,Agreed
3393,R/44/205,44109,RUS,1989,1,TUR,1989,1,Agreed
3394,R/44/214,44110,RUS,1989,1,TUR,1989,1,Agreed
3395,R/44/215,44111,RUS,1989,1,TUR,1989,3,Disagreed
3396,R/44/217,44112,RUS,1989,1,TUR,1989,2,Disagreed
3397,R/44/218,44113,RUS,1989,1,TUR,1989,1,Agreed
3398,R/44/232,44114,RUS,1989,1,TUR,1989,1,Agreed
3399,R/44/235,44115,RUS,1989,1,TUR,1989,1,Agreed
3400,R/44/240,44116,RUS,1989,1,TUR,1989,3,Disagreed
3401,R/45/11,45001,RUS,1990,1,TUR,1990,2,Disagreed
3402,R/45/16,45002,RUS,1990,1,TUR,1990,1,Agreed
3403,R/45/17,45003,RUS,1990,1,TUR,1990,2,Disagreed
3404,R/45/18,45004,RUS,1990,1,TUR,1990,2,Disagreed
3405,R/45/32,45005,RUS,1990,1,TUR,1990,2,Disagreed
3406,R/45/33,45006,RUS,1990,1,TUR,1990,1,Agreed
3407,R/45/34,45007,RUS,1990,1,TUR,1990,1,Agreed
3408,R/45/35,45008,RUS,1990,1,TUR,1990,1,Agreed
3409,R/45/36,45009,RUS,1990,1,TUR,1990,1,Agreed
3410,R/45/37,45010,RUS,1990,1,TUR,1990,2,Disagreed
3411,R/45/39,45011,RUS,1990,1,TUR,1990,1,Agreed
3412,R/45/44,45012,RUS,1990,1,TUR,1990,1,Agreed
3413,R/45/45,45013,RUS,1990,1,TUR,1990,1,Agreed
3414,R/45/48,45014,RUS,1990,1,TUR,1990,1,Agreed
3415,R/45/49,45015,RUS,1990,1,TUR,1990,2,Disagreed
3416,R/45/50,45016,RUS,1990,1,TUR,1990,2,Disagreed
3417,R/45/51,45017,RUS,1990,1,TUR,1990,1,Agreed
3418,R/45/53,45018,RUS,1990,2,TUR,1990,1,Disagreed
3419,R/45/54,45019,RUS,1990,1,TUR,1990,1,Agreed
3420,R/45/55A,45020,RUS,1990,1,TUR,1990,1,Agreed
3421,R/45/55B,45021,RUS,1990,1,TUR,1990,1,Agreed
3422,R/45/56A,45022,RUS,1990,1,TUR,1990,1,Agreed
3423,R/45/56B,45023,RUS,1990,1,TUR,1990,2,Disagreed
3424,R/45/58B,45024,RUS,1990,1,TUR,1990,2,Disagreed
3425,R/45/58H,45025,RUS,1990,1,TUR,1990,1,Agreed
3426,R/45/58J,45026,RUS,1990,1,TUR,1990,1,Agreed
3427,R/45/58K,45027,RUS,1990,1,TUR,1990,1,Agreed
3428,R/45/58L,45028,RUS,1990,1,TUR,1990,1,Agreed
3429,R/45/58N,45029,RUS,1990,1,TUR,1990,2,Disagreed
3430,R/45/58O,45030,RUS,1990,1,TUR,1990,1,Agreed
3431,R/45/58P,45031,RUS,1990,1,TUR,1990,1,Agreed
3432,R/45/59B,45032,RUS,1990,1,TUR,1990,3,Disagreed
3433,R/45/59D,45033,RUS,1990,1,TUR,1990,3,Disagreed
3434,R/45/60,45034,RUS,1990,1,TUR,1990,2,Disagreed
3435,R/45/62C,45035,RUS,1990,1,TUR,1990,3,Disagreed
3436,R/45/62D,45036,RUS,1990,1,TUR,1990,2,Disagreed
3437,R/45/62E,45037,RUS,1990,2,TUR,1990,2,Agreed
3438,R/45/63,45038,RUS,1990,1,TUR,1990,1,Agreed
3439,R/45/67A,45039,RUS,1990,1,TUR,1990,1,Agreed
3440,R/45/67B,45040,RUS,1990,1,TUR,1990,1,Agreed
3441,R/45/67C,45041,RUS,1990,1,TUR,1990,1,Agreed
3442,R/45/68,45042,RUS,1990,1,TUR,1990,1,Agreed
3443,R/45/69,45043,RUS,1990,1,TUR,1990,1,Agreed
3444,R/45/73A,45044,RUS,1990,1,TUR,1990,1,Agreed
3445,R/45/73D,45045,RUS,1990,1,TUR,1990,1,Agreed
3446,R/45/73E,45046,RUS,1990,1,TUR,1990,1,Agreed
3447,R/45/73F,45047,RUS,1990,1,TUR,1990,1,Agreed
3448,R/45/73G,45048,RUS,1990,1,TUR,1990,1,Agreed
3449,R/45/73H,45049,RUS,1990,1,TUR,1990,1,Agreed
3450,R/45/73I,45050,RUS,1990,1,TUR,1990,1,Agreed
3451,R/45/73J,45051,RUS,1990,1,TUR,1990,1,Agreed
3452,R/45/73K,45052,RUS,1990,1,TUR,1990,1,Agreed
3453,R/45/74A,45053,RUS,1990,1,TUR,1990,1,Agreed
3454,R/45/74B,45054,RUS,1990,1,TUR,1990,1,Agreed
3455,R/45/74C,45055,RUS,1990,1,TUR,1990,1,Agreed
3456,R/45/74D,45056,RUS,1990,1,TUR,1990,1,Agreed
3457,R/45/74E,45057,RUS,1990,1,TUR,1990,1,Agreed
3458,R/45/74F,45058,RUS,1990,1,TUR,1990,1,Agreed
3459,R/45/74G,45059,RUS,1990,1,TUR,1990,1,Agreed
3460,R/45/77,45060,RUS,1990,1,TUR,1990,2,Disagreed
3461,R/45/78A,45061,RUS,1990,8,TUR,1990,8,Agreed
3462,R/45/78B,45062,RUS,1990,8,TUR,1990,2,Disagreed
3463,R/45/80,45063,RUS,1990,1,TUR,1990,2,Disagreed
3464,R/45/82,45064,RUS,1990,1,TUR,1990,1,Agreed
3465,R/45/83A,45065,RUS,1990,1,TUR,1990,1,Agreed
3466,R/45/83B,45066,RUS,1990,1,TUR,1990,1,Agreed
3467,R/45/83C,45067,RUS,1990,1,TUR,1990,1,Agreed
3468,R/45/84,45068,RUS,1990,1,TUR,1990,2,Disagreed
3469,R/45/87,45069,RUS,1990,1,TUR,1990,1,Agreed
3470,R/45/90,45070,RUS,1990,1,TUR,1990,2,Disagreed
3471,R/45/96,45071,RUS,1990,1,TUR,1990,2,Disagreed
3472,R/45/130,45072,RUS,1990,2,TUR,1990,2,Agreed
3473,R/45/132,45073,RUS,1990,1,TUR,1990,2,Disagreed
3474,R/45/145,45074,RUS,1990,1,TUR,1990,3,Disagreed
3475,R/45/150,45075,RUS,1990,1,TUR,1990,1,Agreed
3476,R/45/151,45076,RUS,1990,2,TUR,1990,3,Disagreed
3477,R/45/164,45077,RUS,1990,1,TUR,1990,1,Agreed
3478,R/45/170,45078,RUS,1990,1,TUR,1990,1,Agreed
3479,R/45/176B,45079,RUS,1990,1,TUR,1990,1,Agreed
3480,R/45/176C,45080,RUS,1990,1,TUR,1990,1,Agreed
3481,R/45/176D,45081,RUS,1990,1,TUR,1990,1,Agreed
3482,R/45/176E,45082,RUS,1990,1,TUR,1990,1,Agreed
3483,R/45/176F,45083,RUS,1990,1,TUR,1990,1,Agreed
3484,R/45/176G,45084,RUS,1990,1,TUR,1990,1,Agreed
3485,R/45/183,45085,RUS,1990,1,TUR,1990,1,Agreed
3486,R/45/188,45086,RUS,1990,1,TUR,1990,1,Agreed
3487,R/46/9,46001,RUS,1991,1,TUR,1991,1,Agreed
3488,R/46/10,46002,RUS,1991,1,TUR,1991,1,Agreed
3489,R/46/16,46003,RUS,1991,1,TUR,1991,1,Agreed
3490,R/46/19,46004,RUS,1991,1,TUR,1991,1,Agreed
3491,R/46/24,46005,RUS,1991,1,TUR,1991,1,Agreed
3492,R/46/28,46006,RUS,1991,1,TUR,1991,2,Disagreed
3493,R/46/29,46007,RUS,1991,1,TUR,1991,1,Agreed
3494,R/46/31,46008,RUS,1991,1,TUR,1991,1,Agreed
3495,R/46/32,46009,RUS,1991,1,TUR,1991,1,Agreed
3496,R/46/33,46010,RUS,1991,1,TUR,1991,1,Agreed
3497,R/46/34A,46011,RUS,1991,2,TUR,1991,2,Agreed
3498,R/46/36D,46012,RUS,1991,1,TUR,1991,1,Agreed
3499,R/46/36I,46013,RUS,1991,1,TUR,1991,1,Agreed
3500,R/46/36J,46014,RUS,1991,1,TUR,1991,2,Disagreed
3501,R/46/36L,46015,RUS,1991,1,TUR,1991,1,Agreed
3502,R/46/37C,46016,RUS,1991,2,TUR,1991,3,Disagreed
3503,R/46/37D,46017,RUS,1991,1,TUR,1991,3,Disagreed
3504,R/46/37F,46018,RUS,1991,1,TUR,1991,1,Agreed
3505,R/46/38B,46019,RUS,1991,2,TUR,1991,2,Agreed
3506,R/46/38C,46020,RUS,1991,1,TUR,1991,2,Disagreed
3507,R/46/39,46021,RUS,1991,2,TUR,1991,1,Disagreed
3508,R/46/41A,46022,RUS,1991,8,TUR,1991,2,Disagreed
3509,R/46/41B,46023,RUS,1991,8,TUR,1991,8,Agreed
3510,R/46/46A,46024,RUS,1991,1,TUR,1991,1,Agreed
3511,R/46/46D,46025,RUS,1991,1,TUR,1991,1,Agreed
3512,R/46/46E,46026,RUS,1991,8,TUR,1991,1,Disagreed
3513,R/46/46F,46027,RUS,1991,1,TUR,1991,1,Agreed
3514,R/46/46G,46028,RUS,1991,2,TUR,1991,1,Disagreed
3515,R/46/46H,46029,RUS,1991,2,TUR,1991,1,Disagreed
3516,R/46/46I,46030,RUS,1991,2,TUR,1991,1,Disagreed
3517,R/46/46J,46031,RUS,1991,2,TUR,1991,1,Disagreed
3518,R/46/46K,46032,RUS,1991,1,TUR,1991,1,Agreed
3519,R/46/47A,46033,RUS,1991,2,TUR,1991,1,Disagreed
3520,R/46/47B,46034,RUS,1991,2,TUR,1991,1,Disagreed
3521,R/46/47C,46035,RUS,1991,2,TUR,1991,1,Disagreed
